season,episode_num,title,rating,votes,link,summary
6,8,S6.E8 ∙ Ignorance Is Bliss,8.2,3000,https://www.imdb.com/title/tt1503414/?ref_=ttep_ep_8,A man with IQ 178 works as courier and collapses in a bookstore. House is still playing his games for Cuddy's attention. Chase punches him.
6,9,S6.E9 ∙ Wilson,8.8,3900,https://www.imdb.com/title/tt1503394/?ref_=ttep_ep_9,"When an old friend and former patient of Wilson's experiences paralysis in his right arm, Wilson puts himself on the case. House wagers Wilson that the patient's symptoms result from new cancer cells. Wilson accepts even though he is reluctant to believe the cancer has returned."
6,10,S6.E10 ∙ The Down Low,8.8,3700,https://www.imdb.com/title/tt1564666/?ref_=ttep_ep_10,"When drug dealer Mickey mysteriously collapses while negotiating a sale, his partner-in-crime, Eddie, accompanies him to Princeton Plainsboro for treatment. But with a major deal pending, Mickey is not forthcoming with the necessary personal information the team needs to treat him."
6,11,S6.E11 ∙ Remorse,8.6,3300,https://www.imdb.com/title/tt1503395/?ref_=ttep_ep_11,"The team takes on the case of Valerie, an attractive female executive experiencing random episodes of excruciating pain. House agrees to take the case based on Valerie's looks, and while treating her, the men on the team are charmed by Valerie's beauty and personality."
6,12,S6.E12 ∙ Moving the Chains,7.9,2900,https://www.imdb.com/title/tt1503396/?ref_=ttep_ep_12,"House and the team rush to treat an ailing college football star in time for the patient to compete in NFL tryouts. But when the patient experiences an onslaught of varied and unusual symptoms, the team has trouble reaching a consensus on how to effectively treat him in time."
6,13,S6.E13 ∙ 5 to 9,8.6,4200,https://www.imdb.com/title/tt1503397/?ref_=ttep_ep_13,"A day in the life of Lisa Cuddy, Princeton-Plainsborough Hospital Administrator. From a sick child to contract negotiations with insurance companies, from dealing with House's shenanigans to employee theft and patient complaints."
6,14,S6.E14 ∙ Private Lives,7.9,3000,https://www.imdb.com/title/tt1503398/?ref_=ttep_ep_14,"House and the team take on the case of an avid blogger admitted with sudden bruising and bleeding. From her hospital bed, the patient blogs about her symptoms, doctors and prospective diagnoses to her dedicated band of followers and solicits their advice on a course of treatment."
6,15,S6.E15 ∙ Black Hole,7.9,2900,https://www.imdb.com/title/tt1503399/?ref_=ttep_ep_15,"Physics student and his father, Artie, bring in the kid's lover Abby Nash, who nearly suffocated in foam during a planetarium lecture. The team eliminates everything except an allergy to something in her body. House presses Wilson to buy furniture as a way to express his personality."
6,16,S6.E16 ∙ Lockdown,8.7,4000,https://www.imdb.com/title/tt1623399/?ref_=ttep_ep_16,"When a newborn disappears from the nursery, Princeton Plainsboro goes on lockdown, preventing anyone from entering, leaving or moving within the hospital. While House and his team members are trapped in various parts of the building, new insights about the team's personal histories, relationships and regrets surface."
6,17,S6.E17 ∙ Knight Fall,7.7,2800,https://www.imdb.com/title/tt1503401/?ref_=ttep_ep_17,"At a renaissance festival, a knight fights for the ""queen's"" hand. He falls to the ground with red eyes but no wounds. Wilson dates his first ex-wife. House and Thirteen dress up to investigate at the renaissance festival."
6,18,S6.E18 ∙ Open and Shut,7.7,2800,https://www.imdb.com/title/tt1503402/?ref_=ttep_ep_18,A woman in an open marriage suddenly gets strong belly pain. Taub would like an open marriage. Wilson's new relationship with his ex is shaky.
6,19,S6.E19 ∙ The Choice,7.9,2900,https://www.imdb.com/title/tt1503403/?ref_=ttep_ep_19,"The team takes on the case of an ailing groom-to-be who harbors undisclosed secrets from a previous relationship. As his fiancée tries to get answers to her many questions, a frustrated team winnows down the possibilities. Meanwhile, House spends extra-curricular time with his Princeton Plainsboro colleagues."
6,20,S6.E20 ∙ Baggage,8.8,3700,https://www.imdb.com/title/tt1503405/?ref_=ttep_ep_20,"At therapy with Dr. Nolan, House tells about a cute amnesiac in ER, Wilson throwing him out and his old apartment being a mess after Alvarez broke in."
6,21,S6.E21 ∙ Help Me,9.5,6600,https://www.imdb.com/title/tt1503406/?ref_=ttep_ep_21,"Cuddy, House and members of the team join forces with a search-and-rescue team to provide much-needed medical attention at the scene of an emergency."
7,1,S7.E1 ∙ Now What?,8.2,3500,https://www.imdb.com/title/tt1697219/?ref_=ttep_ep_1,"House and Cuddy are exploring the ramifications of those feelings and attempting to make a real relationship work. Meanwhile, due to a colleague's illness, Princeton Plainsboro is left without a neurosurgeon on site, threatening the hospital's accreditation as a Level 1 Trauma Center."
7,2,S7.E2 ∙ Selfish,8.5,3200,https://www.imdb.com/title/tt1685104/?ref_=ttep_ep_2,"When Della, a seemingly healthy and active 14-year-old, suddenly collapses during a skateboarding exhibition, House and his team struggle to diagnose her condition and reassure her parents who already have to cope with their son's terminal illness."
7,3,S7.E3 ∙ Unwritten,8.1,2900,https://www.imdb.com/title/tt1726377/?ref_=ttep_ep_3,"A famous novelist finishes her last novel and gets ready to shoot herself, when she has a seizure. House gives her a 72 hour psych hold to find out what's wrong with her. House and Wilson go on a go-kart double-date."
7,4,S7.E4 ∙ Massage Therapy,7.7,2700,https://www.imdb.com/title/tt1726378/?ref_=ttep_ep_4,"When a patient named Margaret McPherson is admitted to Princeton Plainsboro after suffering severe and uncontrollable vomiting, House and the team make unexpected discoveries about her identity as they assess her symptoms. When the symptoms don't improve, the team looks to the patient's medical history to unearth more about her past."
7,5,S7.E5 ∙ Unplanned Parenthood,8.1,2900,https://www.imdb.com/title/tt1726379/?ref_=ttep_ep_5,A newborn baby has problems breathing. House and team run diagnosis. House babysits Cuddy's daughter. Did she eat a dime? Foreman finds a new female doctor for the team. House fires her and Taub has to find a new one.
7,6,S7.E6 ∙ Office Politics,7.9,2700,https://www.imdb.com/title/tt1708695/?ref_=ttep_ep_6,"It's election season, and in the midst of a tight campaign, an incumbent New Jersey senator's campaign manager falls ill with liver failure and temporary paralysis. Cuddy pushes House to add a female doctor to his team by hiring brilliant third-year medical student Martha Masters in Thirteen's absence."
7,7,S7.E7 ∙ A Pox on Our House,8.6,3300,https://www.imdb.com/title/tt1726380/?ref_=ttep_ep_7,"After a 200-year-old medicine jar found on an off-shore shipwreck shatters in a teenage girl's palm, she is admitted to Princeton Plainsboro for symptoms closely linked to smallpox. Meanwhile, Wilson and Sam comfort a 6-year-old chemotherapy patient who prompts them to examine their relationship."
7,8,S7.E8 ∙ Small Sacrifices,7.6,2700,https://www.imdb.com/title/tt1726381/?ref_=ttep_ep_8,"Science and faith are called into question when a patient is admitted to the hospital following his reenactment of the Crucifixion. The patient, Ramon Silva, refuses to undergo the prescribed treatment, and the team learns that after his daughter's cancer was cured, he pledged an oath of self-sacrifice to God."
7,9,S7.E9 ∙ Larger Than Life,8.2,2800,https://www.imdb.com/title/tt1726382/?ref_=ttep_ep_9,"When a woman falls on the subway tracks, Jack jumps down, saves her and faints. Martha finds him in ER. When the hospital uses Taub's photo for promotion, his wife is aroused. House meets Cuddy's mom."
7,10,S7.E10 ∙ Carrot or Stick,7.8,2700,https://www.imdb.com/title/tt1726371/?ref_=ttep_ep_10,A disciplinary training camp drill instructor collapses with back pain. One of the 24 boys joins him in hospital. Someone has access to Chase's social media account and credit card. Cuddy wants Rachel in a good preschool.
7,11,S7.E11 ∙ Family Practice,8.5,3100,https://www.imdb.com/title/tt1726372/?ref_=ttep_ep_11,Cuddy's mom has heart problems and is admitted. Secrets come out about her mom.
7,12,S7.E12 ∙ You Must Remember This,7.7,2600,https://www.imdb.com/title/tt1726373/?ref_=ttep_ep_12,"When a waitress with a perfect memory suffers temporary paralysis, her older sister visits her in the hospital, which triggers high stress levels and even more health complications. The patient's sharp memory proves detrimental when a grudge she's been holding against her sibling gets in the way of receiving proper medical treatment."
7,13,S7.E13 ∙ Two Stories,8.8,4100,https://www.imdb.com/title/tt1726374/?ref_=ttep_ep_13,"House entertains a school class on Career Day telling about his patient, a college student, who coughed up his lung. He spices up the story with quotes from movies. He later gets advice from 2 students outside principal's office."
7,14,S7.E14 ∙ Recession Proof,7.8,2700,https://www.imdb.com/title/tt1726375/?ref_=ttep_ep_14,A man cleans crime scenes after losing his real estate company. His wife doesn't know. He suddenly gets a fit at a restaurant. Masters thinks he lied about his job. Foreman throws Taub out. Cuddy gets an award.
7,15,S7.E15 ∙ Bombshells,8.5,3700,https://www.imdb.com/title/tt1726376/?ref_=ttep_ep_15,"Tension reaches new heights when Cuddy faces sobering news that propels her to reevaluate her priorities. While House is distracted by his concern for Cuddy's well-being, the team treats a teenage patient whose worsening symptoms and suspicious body scars indicate more than just physical illness."
7,16,S7.E16 ∙ Out of the Chute,8.7,3600,https://www.imdb.com/title/tt1842688/?ref_=ttep_ep_16,"Cuddy dumped House. He moves into a luxury hotel and goes on a Vicodin, booze and cute hooker binge. The team gets a trampled rodeo bull rider but needs House to save him. Masters has a crush on their patient."
7,17,S7.E17 ∙ Fall from Grace,8.3,3000,https://www.imdb.com/title/tt1842081/?ref_=ttep_ep_17,"A young homeless man who is a former drug addict is found in a park showing signs of olfactory impairment and horrific scars and burn marks on his chest. With an uncertain identity and the patient's severely worsening conditions, the team looks to the patient's personal records and family history in order to understand his detachment."
7,18,S7.E18 ∙ The Dig,8.8,3400,https://www.imdb.com/title/tt1878391/?ref_=ttep_ep_18,The team treats a patient with a secret home life. House enlists help to participate in a spud gun competition.
7,19,S7.E19 ∙ Last Temptation,8.3,2800,https://www.imdb.com/title/tt1880571/?ref_=ttep_ep_19,"Masters faces a career crossroads on her last day as a medical student and struggles with the choice to continue on the path to become a surgeon or to accept the rare opportunity to join House's team officially. Meanwhile, the team treats a 16-year-old girl who inexplicably collapsed days before embarking on an ambitious sailing tour around the globe."
7,20,S7.E20 ∙ Changes,7.7,2500,https://www.imdb.com/title/tt1883788/?ref_=ttep_ep_20,Arlene Cuddy returns and House and Cuddy's jobs are in danger when Arlene tries to sue the hospital.
7,21,S7.E21 ∙ The Fix,7.6,2500,https://www.imdb.com/title/tt1902562/?ref_=ttep_ep_21,"When House and Wilson bet on a boxing match and disagree over the outcome, Wilson gives him exactly one day to pay up or prove him wrong."
7,22,S7.E22 ∙ After Hours,9.1,4100,https://www.imdb.com/title/tt1900094/?ref_=ttep_ep_22,Darrien steals a car after getting stabbed and hurries to her friend 13's home for help. Chase brings an ultrasound and helps. House performs surgery on his own leg at home after using experimental drugs.
7,23,S7.E23 ∙ Moving On,8.4,3500,https://www.imdb.com/title/tt1919895/?ref_=ttep_ep_23,"A known performance artist collapses during a performance. She ends with House's team, which is what she wanted. House is more self-destructive and irresponsible than usual. Cuddy's sister finds a date for her."
8,1,S8.E1 ∙ Twenty Vicodin,8.8,4000,https://www.imdb.com/title/tt2006450/?ref_=ttep_ep_1,"House gets parole at his hearing, but he still has to survive 5 more days in a prison filled with violent criminals. One of them wants 20 Vicodin ""or else"". He helps the prison doctor diagnose a patient."
8,2,S8.E2 ∙ Transplant,8.1,3000,https://www.imdb.com/title/tt2015677/?ref_=ttep_ep_2,"A surprising visitor makes House an offer he can't refuse by giving him the opportunity to help the Princeton Plainsboro team treat a unique patient in order to save the life of an organ recipient being administered by Wilson. Meanwhile, House makes an effort to reconnect with Wilson despite a cold reception."
8,3,S8.E3 ∙ Charity Case,8,2800,https://www.imdb.com/title/tt2016511/?ref_=ttep_ep_3,"When Benjamin suddenly collapses after making a rare and generous donation, House and Dr. Chi Park are convinced that his extreme altruistic behavior may indicate a deeper medical disorder. Meanwhile, Adams and Park test each other's outlook on generosity and gratitude, and Thirteen's guilt conflicts with her pursuit of personal happiness."
8,4,S8.E4 ∙ Risky Business,7.7,2600,https://www.imdb.com/title/tt2021267/?ref_=ttep_ep_4,"A businessman, about to move thousands of jobs to China, needs to see a doctor. House needs a donation. Park bets with House on not getting fired. House tries to raise funds for insider trading in his patient's company."
8,5,S8.E5 ∙ The Confession,8.2,2700,https://www.imdb.com/title/tt2063276/?ref_=ttep_ep_5,"There's money now to hire Chase, Taub and Adams. A ""model citizen"" gets a seizure while cheating on his wife in a motel. He's House's new team's first patient. Is Taub dad to any of ""his"" two babies?"
8,6,S8.E6 ∙ Parents,7.8,2500,https://www.imdb.com/title/tt2084392/?ref_=ttep_ep_6,"A teenage boy attempting to follow in his late father's footsteps as an entertainer is admitted to Princeton Plainsboro with partial paralysis. As the team searches for a bone marrow match, they uncover a disturbing family secret. Also, Taub faces a tough decision when his ex-wife Rachel tells him that she wants to move across the country with their infant daughter."
8,7,S8.E7 ∙ Dead & Buried,8.1,2700,https://www.imdb.com/title/tt2084393/?ref_=ttep_ep_7,House is more interested in a case that Foreman brings of a 4 year old dead boy than the 14 year old live girl. The team takes care of her while he sees the boy's dad and corpse.
8,8,S8.E8 ∙ Perils of Paranoia,7.7,2500,https://www.imdb.com/title/tt2084394/?ref_=ttep_ep_8,A prosecutor in court thinks he has a heart attack. Is it an anxiety attack? He has an arsenal hidden from his wife in their home. Taub tries to fix Foreman up with a nurse.
8,9,S8.E9 ∙ Better Half,7.9,2600,https://www.imdb.com/title/tt2092629/?ref_=ttep_ep_9,A man with Alzheimer's is offered a trial treatment after which he pukes blood. He ends with House and his team. Wilson treats a patient who claims to be in a chaste marriage.
8,10,S8.E10 ∙ Runaways,7.6,2500,https://www.imdb.com/title/tt2121953/?ref_=ttep_ep_10,"A runaway girl thinks she has asthma. While seeing House, her ear starts bleeding. Further treatment requires adult consent or social services. House enjoys not having an ankle monitor."
8,11,S8.E11 ∙ Nobody's Fault,9.1,4100,https://www.imdb.com/title/tt2121954/?ref_=ttep_ep_11,"When a violent incident involving a patient has serious consequences for one staff member, House and the team are placed under review by Dr. Walter Cofield, Foreman's former mentor and current Chief of Neurology. Cofield must weigh the team's unconventional brand of collaboration against their ability to save lives."
8,12,S8.E12 ∙ Chase,8.8,3600,https://www.imdb.com/title/tt2121955/?ref_=ttep_ep_12,"Chase is back. His first patient is a cute nun about to make her final vow. While still blaming House, he needs his help with his patient. House and Taub try to one-up each other with pranks."
8,13,S8.E13 ∙ Man of the House,7.9,2500,https://www.imdb.com/title/tt2121956/?ref_=ttep_ep_13,"A marriage counselor collapses during a speaking engagement, but when he is put under close evaluation, the team notice changes in his behavior that conflict with his motivational message on the roles of men and women. Meanwhile, House and his Ukrainian ""wife"" Dominika make a deal to convince Immigration that they are a happily married couple."
8,14,S8.E14 ∙ Love Is Blind,7.8,2600,https://www.imdb.com/title/tt2121957/?ref_=ttep_ep_14,A blind man has just bought an engagement ring when his hearing gets super sensitive. Seizure? House's mom drops by with a surprise. Park has an LSD trip.
8,15,S8.E15 ∙ Blowing the Whistle,7.3,2500,https://www.imdb.com/title/tt2121958/?ref_=ttep_ep_15,A patient is caught between family and a code of honor.
8,16,S8.E16 ∙ Gut Check,7.5,2500,https://www.imdb.com/title/tt2121959/?ref_=ttep_ep_16,A hockey player's on-ice fighting takes a turn for the worse.
8,17,S8.E17 ∙ We Need the Eggs,7.7,2500,https://www.imdb.com/title/tt2121960/?ref_=ttep_ep_17,"House and the team take on the case of a man who starts tearing blood. Meanwhile, House is interviewing for a new favorite hooker, since his current favorite, Emily, has decided to get married and leave the business. Desperate for Emily ""companionship,"" House teams up with his ""wife"" Dominika to sabotage Emily's budding relationship."
8,18,S8.E18 ∙ Body and Soul,7.8,2700,https://www.imdb.com/title/tt2121961/?ref_=ttep_ep_18,The team analyzes the significance of dreams.
8,19,S8.E19 ∙ The C Word,9,3900,https://www.imdb.com/title/tt2121962/?ref_=ttep_ep_19,"6 y.o. Emily gets a nose bleed and faints. Her dad gets her to the hospital, her mom's a doctor. Wilson has cancer, House is there for him."
8,20,S8.E20 ∙ Post Mortem,8.7,3000,https://www.imdb.com/title/tt2121963/?ref_=ttep_ep_20,The team treats a fellow doctor wary of their skills. Meanwhile Wilson forces House on a roadtrip.
8,21,S8.E21 ∙ Holding On,9,3600,https://www.imdb.com/title/tt2121964/?ref_=ttep_ep_21,A patient's illness has its roots in the body and mind. Wilson and House try to come to terms with the cancer.
8,22,S8.E22 ∙ Everybody Dies,9.3,7500,https://www.imdb.com/title/tt2121965/?ref_=ttep_ep_22,"Treating a drug addict patient results in House examining his life, his future and confronting his own personal demons."
